VariableStem	TopicID
mlivedc3	10205
mlivedc4	10205
mlivedc5	10205
mlivedc_all1	10205
mlivedc_all2	10205
mlivedc_all3	10205
mlivedc_all4	10205
mlivedc_all5	10205
mlivedist	10205
mlivedist5	10205
mlivedistf	10205
mlrnot1	10901
mlrnot10	10901
mlrnot11	10901
mlrnot12	10901
mlrnot13	10901
mlrnot2	10901
mlrnot3	10901
mlrnot4	10901
mlrnot5	10901
mlrnot6	10901
mlrnot7	10901
mlrnot8	10901
mlrnot9	10901
mlrnot97	10901
mlstat	101
mlstatchk	101
mlwkfpt	10901
mnabroad	10205
mnlived	10205
mnmoves	10205
mnotherc	10205
mnpid	115
mnpno	115
mnspno	115
mobcomp	10711
mobuse	10711
modetype	115
moi	115
monrec	115
month	115
more	115
mores	10702
mostuse1	10706
mostuse10	10706
mostuse11	10706
mostuse12	10706
mostuse13	10706
mostuse14	10706
mostuse15	10706
mostuse16	10706
mostuse17	10706
mostuse2	10706
mostuse3	10706
mostuse4	10706
mostuse5	10706
mostuse6	10706
mostuse7	10706
mostuse8	10706
mostuse9	10706
motcyc	10203
mothr	115
movctry	115
moveage	10205
movemth	115
moverreissue	115
moveyr	115
movy11	10201
movy12	10201
movy13	10201
movy16	10201
mplike	115
mpno	115
mpweb	115
mreason1	10205
mreason2	10205
mreason3	10205
mreason4	10205
mreason5	10205
mreason6	10205
mreason7	10205
mreasono_code	10205
mreturned	10205
mstatch4	10703
mstatch5	10703
musfreq	10709
mvever	10205
mvmnth	10205
mvyr	10205
mwhrs	10602
mwmin	10602
n10to15	10702
n1619abs	10702
n45plus	115
naans	115
nacar	10810
nacont11	10810
nacont12	10810
nacont13	10810
nacont21	10810
nacont210	10810
nacont211	10810
nacont212	10810
nacont213	10810
nacont214	10810
nacont215	10810
nacont216	10810
nacont22	10810
nacont23	10810
nacont24	10810
nacont25	10810
nacont26	10810
nacont27	10810
nacont28	10810
nacont29	10810
nacont3	10810
nadisease	10810
nadoecd_dv	10702
nadoecdv	10702
nadoptch	10702
nadrink	10810
naidxhh	10708
nainterest	10810
nalottery	10810
nametype	115
nasofa	10810
nastop1	10810
nastop2	10810
nastop3	10810
nastop4	10810
nastop5	10810
nastop6	10810
nastop7	10810
nastop8	10810
nastop97	10810
natch01	10702
natch02	10702
natch03	10702
natch04	10702
natch05	10702
natch06	10702
natch07	10702
natch08	10702
natch09	10702
natch10	10702
natch11	10702
natch12	10702
natch13	10702
natch14	10702
natch15	10702
natch16	10702
natid1	10103
natid2	10103
natid3	10103
natid4	10103
natid5	10103
natid6	10103
natid97	10103
natid_other	10103
natiother	10103
nbrcoh1	10202
nbrcoh_dv	10202
nbrcohdk_dv	10202
nbrsnci_dv	10202
ncars	10203
ncasi	115
nccjt	10904
nccsole	10904
nch02_dv	10702
nch10	10702
nch10to15	10702
nch1215_dv	10702
nch14resp	10702
nch34_dv	10702
nch3resp	10702
nch415resp	10702
nch511_dv	10702
nch5resp	10702
nch5to15	10702
nch8resp	10702
nchild	107
nchild_dv	10702
nchildv	10702
nchoecd_dv	10702
nchoecdv	10702
nchresp	10702
nchund18resp	10702
nchunder16	10702
ncogfunc	115
ncoupldv	10702
ncouple_dv	10702
ncrr1	10704
ncrr11	10704
ncrr12	10704
ncrr13	10704
ncrr14	10704
ncrr15	10704
ncrr16	10205
ncrr3	10704
ncrr4	10704
ncrr5	10704
ncrr6	10704
ncrr8	10704
ncrr9	10704
ncrrm	10704
ncrry4	10704
ndepchl_dv	10702
nebirthm	10107
nebirthy	10107
needesent	115
needlink	115
nemp_dv	10901
nesex	10102
netag_1	10705
netag_2	10705
netag_3	10705
netcht	10705
netdo10_1	10705
netdo10_2	10705
netdo10_3	10705
netdo1_1	10705
netdo1_2	10705
netdo1_3	10705
netdo2_1	10705
netdo2_2	10705
netdo2_3	10705
netdo3_1	10705
netdo3_2	10705
netdo3_3	10705
netdo4_1	10705
netdo4_2	10705
netdo4_3	10705
netdo5_1	10705
netdo5_2	10705
netdo5_3	10705
netdo6_1	10705
netdo6_2	10705
netdo6_3	10705
netdo7_1	10705
netdo7_2	10705
netdo7_3	10705
netdo8_1	10705
netdo8_2	10705
netdo8_3	10705
netdo96_1	10705
netdo96_2	10705
netdo96_3	10705
netdo97_1	10705
netdo97_2	10705
netdo97_3	10705
netdo9_1	10705
netdo9_2	10705
netdo9_3	10705
netet_1	10705
netet_2	10705
netet_3	10705
netetat_1	10705
netetat_2	10705
netetat_3	10705
netetbt_1	10705
netetbt_2	10705
netetbt_3	10705
netetmt_1	10705
netetmt_2	10705
netetmt_3	10705
netett_1	10705
netett_2	10705
netett_3	10705
netetwt_1	10705
netetwt_2	10705
netetwt_3	10705
nethow1	10906
nethow2	10906
nethow3	10906
nethow4	10906
nethow5	10906
netjb_1	10705
netjb_2	10705
netjb_3	10705
netkn_1	10705
netkn_2	10705
netkn_3	10705
netlv_1	10705
netlv_2	10705
netlv_3	10705
netmet_1	10705
netmet_2	10705
netmet_3	10705
netph_1	10705
netph_2	10705
netph_3	10705
netrl_1	10705
netrl_2	10705
netrl_3	10705
netsx_1	10705
netsx_2	10705
netsx_3	10705
nettalk10_1	10705
nettalk10_2	10705
nettalk10_3	10705
nettalk11_1	10705
nettalk11_2	10705
nettalk11_3	10705
nettalk12_1	10705
nettalk12_2	10705
nettalk12_3	10705
nettalk13_1	10705
nettalk13_2	10705
nettalk13_3	10705
nettalk1_1	10705
nettalk1_2	10705
nettalk1_3	10705
nettalk2_1	10705
nettalk2_2	10705
nettalk2_3	10705
nettalk3_1	10705
nettalk3_2	10705
nettalk3_3	10705
nettalk4_1	10705
nettalk4_2	10705
nettalk4_3	10705
nettalk5_1	10705
nettalk5_2	10705
nettalk5_3	10705
nettalk6_1	10705
nettalk6_2	10705
nettalk6_3	10705
nettalk7_1	10705
nettalk7_2	10705
nettalk7_3	10705
nettalk8_1	10705
nettalk8_2	10705
nettalk8_3	10705
nettalk96_1	10705
nettalk96_2	10705
nettalk96_3	10705
nettalk97_1	10705
nettalk97_2	10705
nettalk97_3	10705
nettalk9_1	10705
nettalk9_2	10705
nettalk9_3	10705
netuse	10711
netweb_1	10705
netweb_2	10705
netweb_3	10705
networks_tm	115
netwr_1	10705
netwr_2	10705
netwr_3	10705
newper	115
next	10901
next1	109
next2	109
next3	109
next4	109
next5	109
next6	109
next7	109
next8	109
next9	109
nextelse1	10901
nextelse10	10901
nextelse2	10901
nextelse3	10901
nextelse4	10901
nextelse5	10901
nextelse6	10901
nextelse7	10901
nextelse8	10901
nextelse9	10901
nextjob1	10901
nextjob10	10901
nextjob2	10901
nextjob3	10901
nextjob4	10901
nextjob5	10901
nextjob6	10901
nextjob7	10901
nextjob8	10901
nextjob9	10901
nextstat1	10901
nextstat10	10901
nextstat2	10901
nextstat3	10901
nextstat4	10901
nextstat5	10901
nextstat6	10901
nextstat7	10901
nextstat8	10901
nextstat9	10901
nfh02	109
nfh03	109
nfh04	109
nfh05	109
nfh06	109
nfh07	109
nfh09	109
nfh10	109
nfh11	109
nfh12	109
nfh14	109
nfh17	109
nfh18	109
nfh19	109
nfh33	109
nfh40	10908
nfh41	10903
nflyeu	10203
nflyin	10203
nflyos	10203
ngcse5	10801
ngcseeng	10801
ngcseengnie	10801
ngcsemat	10801
ngcsematnie	10801
ngrp_dv	10702
nhhmembers	10702
nhiqual_dv	10801
ni10	10106
niact	11003
niclbns1	11002
niclbns2	11002
niclbns3	11002
niclbns4	11002
nindiv	115
ninterp	115
nirel	11003
nirel_all	11003
niserps	10903
nitype	115
nkids05	10702
nkids615	10702
nkids_dv	10702
nmar	10704
nmpsp_dv	10901
nnatch	10702
nneedtran	115
nnewborn	107
nnmpsp_dv	10901
nnsib_dv	10702
nnsidv	10702
nnssib_dv	10702
nnssidv	10702
noisyn	10202
nonemp_tm	115
nonepar_dv	10702
nonvesty	10904
nopaya	10708
nopayb	10708
norevisit1	115
norevisit2	115
norevisit3	115
norevisit4	115
norevisit5	115
norevisit6	115
norevisit7	115
norevisit8	115
nosvy	10904
notempchk	109
notherlang	115
npda1	115
npda10	115
npda11	115
npda12	115
npda13	115
npda14	115
npda15	115
npda16	115
npda2	115
npda3	115
npda4	115
npda5	115
npda6	115
npda7	115
npda8	115
npda9	115
npdadult	115
npdeyc	115
npdflag	115
npdindlearn	115
npens_dv	10702
npensioner_dv	10702
npns_dv	10702
nproxy	115
nqfhigdv	10801
nqfhigh_dv	10801
nrels1	10704
nrels2	10704
nrels3	10704
nrels4	10704
nrels5	10704
nrels6	10704
nrels7	10704
nrels8	10704
nrelsw11	10704
nrelsw12	10704
nrelsw13	10704
nrelsw14	10704
nrelsw15	10704
nrelsw16	10704
nresfull	115
nrpage	10107
ns200pre	10809
ns201g1	10809
ns202h1	10809
ns203i1	10809
ns204a1	10809
ns205b1	10809
ns206c1	10809
ns207d1	10809
ns208e1	10809
ns209f1	10809
ns210j1	10809
ns211k1	10809
ns212l1	10809
ns213m1	10809
ns214n1	10809
ns215o1	10809
ns216c	10809
ns221g2	10809
ns222h2	10809
ns223i2	10809
ns224a2	10809
ns225b2	10809
ns226c	10809
ns226c2	10809
ns227d2	10809
ns228e2	10809
ns229f2	10809
ns230j2	10809
ns231k2	10809
ns232l2	10809
ns233m2	10809
ns234n2	10809
ns235o2	10809
ns240	10809
ns241	10809
ns242	10809
nscont11	10809
nscont12	10809
nscont13	10809
nscont21	10809
nscont210	10809
nscont211	10809
nscont212	10809
nscont213	10809
nscont214	10809
nscont215	10809
nscont216	10809
nscont22	10809
nscont23	10809
nscont24	10809
nscont25	10809
nscont26	10809
nscont27	10809
nscont28	10809
nscont29	10809
nscont3	10810
nselfc1015	115
nselfc16	115
nsran	10809
nsstop1	10809
nsstop2	10809
nsstop3	10809
nsstop4	10809
nsstop5	10809
nsstop6	10809
nsstop7	10809
nsstop8	10809
nsstop97	10809
ntransoth	10104
ntransself	10104
nuabpre	10810
numadult	10702
numchild	10702
numlivewith	10702
numtrace	115
nunder10	10702
nunder15	10702
nunder16abs	10702
nunmpsp_dv	10901
nvestamtrt1	10904
nvestamtrt2	10904
nvestamtrt3	10904
nvestamtrt97	10904
nvestbrt1	10904
nvestbrt2	10904
nvestbrt3	10904
nvestbrt97	10904
nvestintro	10904
nvestljrt1	10904
nvestljrt2	10904
nvestljrt3	10904
nvestljrt97	10904
nvestlskrt1	10904
nvestlskrt2	10904
nvestlskrt3	10904
nvestlskrt97	10904
nvestrt1	10904
nvestrt2	10904
nvestrt3	10904
nvestrt96	10904
nvestrt97	10904
nwagdv	10702
nwage_dv	10702
nwhseno	115
nxtendotcode	10901
nxtendreas	10901
nxtendreas1	10901
nxtendreas10	10901
nxtendreas11	10205
nxtendreas2	10901
nxtendreas3	10901
nxtendreas4	109
nxtendreas5	10901
nxtendreas6	11201
nxtendreas7	103
nxtendreas8	10901
nxtendreas9	10901
nxtendreas97	10901
nxtjbendd	109
nxtjbendm	109
nxtjbendy4	109
nxtjbes	109
nxtjbhrs	109
nxtst	109
nxtstelse	109
nxtstendd	109
nxtstendm	109
nxtstendy4	109
observe_tm	115
obsintroorig	115
obsintrotrace	115
ocimpa	110
ocimpb	110
ocimpe	110
ocimpf	110
ocimpi	110
ocimpk	110
ocimpl	110
oddsapply	110
oddsemp1	110
oddsemp3	110
oddsqual	110
oddsschol	110
ohch16	10704
olymact11	10709
olymact12	10709
olymact13	10709
olymact14	10709
olymact15	10709
olymact16	10709
olymact17	10709
olymact18	10709
olymact196	10709
olymact198	10709
olymact21	10709
olymact22	10709
olymact23	10709
olymact24	10709
olymact25	10709
olymact26	10709
olymact27	10709
olymact28	10709
olymact296	10709
olymact298	10709
olymact31	10709
olymact32	10709
olymact33	10709
olymact34	10709
olymact35	10709
olymact36	10709
olymact37	10709
olymact38	10709
olymact396	10709
olymact398	10709
olympas11	10709
olympas12	10709
olympas13	10709
olympas14	10709
olympas15	10709
olympas196	10709
olympas198	10709
olympas21	10709
olympas22	10709
olympas23	10709
olympas24	10709
olympas25	10709
olympas296	10709
olympas298	10709
olympas31	10709
olympas32	10709
olympas33	10709
olympas34	10709
olympas35	10709
olympas396	10709
olympas398	10709
oprlg	11003
oprlg0	11003
oprlg0ni	11003
oprlg1	11003
oprlg2	11003
oprlg3	11003
org	10709
orga10	10709
orga11	10709
orga12	10709
orga13	10709
orga14	10709
orga15	10709
orga16	10709
orga2	10709
orga3	10709
orga4	10709
orga5	10709
orga7	10709
orga8	10709
orga9	10709
orga96	10709
orgat10	10709
orgat11	10709
orgat12	10709
orgat13	10709
orgat14	10709
orgat15	10709
orgat16	10709
orgat2	10709
orgat3	10709
orgat4	10709
orgat5	10709
orgat7	10709
orgat8	10709
orgat9	10709
orgat96	10709
orgm10	10709
orgm11	10709
orgm12	10709
orgm13	10709
orgm14	10709
orgm15	10709
orgm16	10709
orgm2	10709
orgm3	10709
orgm4	10709
orgm5	10709
orgm7	10709
orgm8	10709
orgm9	10709
orgm96	10709
orgmt10	10709
orgmt11	10709
orgmt12	10709
orgmt13	10709
orgmt14	10709
orgmt15	10709
orgmt16	10709
orgmt2	10709
orgmt3	10709
orgmt4	10709
orgmt5	10709
orgmt7	10709
orgmt8	10709
orgmt9	10709
orgmt96	10709
origaddstat	115
origscrin	115
othben2	10908
othben4	10908
othben5	10908
othben6	10908
othben8	10908
othben96	10908
othben97	10908
othcont	115
otherlang_code	10104
othrevisit	115
outcdated	115
outcdatem	115
outcdatey	115
outcome_tns	115
ovtnsa	10903
ovtnset	10903
ovtpay	10903
ovtrate	10903
ovtrest	10903
p1617cor	10702
paage	10107
paaid1	10708
paaid2	10708
paaid3	10708
paaid4	10708
paaid5	10708
paaid6	10708
paaid7	10708
paaid8	10708
paaid96	10708
paaid97	10708
pacoall	10101
pacob	10101
pacob_all	10101
pacon	10704
pacurr	10205
paedqf	10801
pafar	10704
paid	10103
paidu1	10708
paidu2	10708
paidu3	10708
paidu4	10708
paidu5	10708
paidu6	10708
paidu7	10708
paidu8	10708
paidu96	10708
paidu97	10708
paj1uknssec8_dv	10902
paj1uksoc00	10901
paj1uksoc00_cc	10901
paj1uksoc10	10901
paj1uksoc10_cc	10901
paj1uksoc90	10901
paj1uksoc90_cc	10901
pajcb	10901
pajlcbsoc00	10901
pajlcbsoc00_cc	10901
pajlcbsoc10	10901
pajlcbsoc10_cc	10901
pajlcbsoc90	10901
pajlcbsoc90_cc	10901
paju	10902
pajuk	10901
pajukevr	10901
palone	10704
pamostcon	10704
panssec8_dv	10902
paperm2	10709
parchild	115
parchild_tm	115
pareve	11103
parmar	10704
parsch	11103
partner_tm	115
partres	107
pasee	10704
pasoc00	10902
pasoc00_cc	10902
pasoc10	10902
pasoc10_cc	10902
pasoc90	10902
pasoc90_cc	10902
payamta	10904
payamtb	10904
payfam	10904
payfreqa	10708
payfreqb	10708
paygl	10903
paygu_dv	10903
paygu_if	10904
paygwc	10903
payn_dv	10903
paynl	10903
paynu_dv	10903
paynu_if	10904
paynwc	10903
payruk	101
paytyp	10903
payu	10903
payu_dv	10903
payug	10903
payusl	10903
payuwc	10903
pbnft10	10908
pbnft11	10908
pbnft12	10908
pbnft13	10908
pbnft2	10908
pbnft3	10908
pbnft4	10908
pbnft5	10908
pbnft6	10908
pbnft7	10908
pbnft8	10908
pbnft9	10908
pbnft96	10908
pcbroad	10711
pchas	10711
pdepa1	11201
pdepa2	11201
pdepa3	11201
pdepa4	11201
pdepa5	11201
pdepa6	11201
pdepa7	11201
pdepa8	11201
pdepa97	11201
pdepb1	11201
pdepb2	11201
pdepb3	11201
pdepb4	11201
pdepb5	11201
pdepb6	11201
pdepb7	11201
pdepb8	11201
pdepb97	11201
pdepc1	11201
pdepc2	11201
pdepc3	11201
pdepc4	11201
pdepc5	11201
pdepc6	11201
pdepc7	11201
pdepc8	11201
pdepc97	11201
pdepd1	11201
pdepd2	11201
pdepd3	11201
pdepd4	11201
pdepd5	11201
pdepd6	11201
pdepd7	11201
pdepd8	11201
pdepd97	11201
pdepe1	11201
pdepe2	11201
pdepe3	11201
pdepe4	11201
pdepe5	11201
pdepe6	11201
pdepe7	11201
pdepe8	11201
pdepe97	11201
pdepf1	11201
pdepf2	11201
pdepf3	11201
pdepf4	11201
pdepf5	11201
pdepf6	11201
pdepf7	11201
pdepf8	11201
pdepf97	11201
pdepg1	11201
pdepg2	11201
pdepg3	11201
pdepg4	11201
pdepg5	11201
pdepg6	11201
pdepg7	11201
pdepg8	11201
pdepg97	11201
pdeph1	11201
pdeph2	11201
pdeph3	11201
pdeph4	11201
pdeph5	11201
pdeph6	11201
pdeph7	11201
pdeph8	11201
pdeph97	11201
pdepi1	11201
pdepi2	11201
pdepi3	11201
pdepi4	11201
pdepi5	11201
pdepi6	11201
pdepi7	11201
pdepi8	11201
pdepi97	11201
pdepk1	11201
pdepk2	11201
pdepk3	11201
pdepk4	11201
pdepk5	11201
pdepk6	11201
pdepk7	11201
pdepk8	11201
pdepk97	11201
pdepl1	11201
pdepl2	11201
pdepl3	11201
pdepl4	11201
pdepl5	11201
pdepl6	11201
pdepl7	11201
pdepl8	11201
pdepl97	11201
pdepm1	11201
pdepm2	11201
pdepm3	11201
pdepm4	11201
pdepm5	11201
pdepm6	11201
pdepm7	11201
pdepm8	11201
pdepm97	11201
pdepn1	11201
pdepn2	11201
pdepn3	11201
pdepn4	11201
pdepn5	11201
pdepn6	11201
pdepn7	11201
pdepn8	11201
pdepn97	11201
pdepo1	11201
pdepo2	11201
pdepo3	11201
pdepo4	11201
pdepo5	11201
pdepo6	11201
pdepo7	11201
pdepo8	11201
pdepo97	11201
pdepoh1	11201
pdepoh2	11201
pdepoh3	11201
pdepoh4	11201
pdepoh5	11201
pdepoh97	11201
pedchpno	108
pensioner	10107
pensioner_dv	10107
perbfts	11002
permremv1	115
permremv10	115
permremv11	115
permremv12	115
permremv13	115
permremv14	115
permremv15	115
permremv16	115
permremv2	115
permremv3	115
permremv4	115
permremv5	115
permremv6	115
permremv7	115
permremv8	115
permremv9	115
permremv96	115
perpolinf	11002
pheapplied	10803
phone_tm	115
pid	115
pidp	115
pj1boss	10901
pj1mngr	10901
pj1semp	10901
pj1soc00	10901
pj1soc00_cc	10901
pj1soc10	10901
pj1soc10_cc	10901
pj1soc90	10901
pj1soc90_cc	10901
pjbptft	10901
pjsptft	10901
pjulk4wk	10901
plbornall	10101
plbornc	10101
plbornc_all	10101
plbornuk	10101
plbornuk_all	10101
plivpar	10702
plnowm	101
plnowy4	101
pn1pid	115
pn1pno	115
pn2pid	115
pn2pno	115
pncars	10203
pnohigh	115
pnoold	115
pns1pid	115
pns1pno	115
pns2pid	115
pns2pno	115
poddsapply	110
poddsemp1	110
poddsemp3	110
poddsqual	110
poddsschol	110
polcost	11002
poleff1	11002
poleff2	11002
poleff3	11002
poleff4	11002
political_tm	115
ppensioner	10907
ppid	115
ppno	115
pppex	109
pppexm	109
praisekid	11103
prayfreq	11003
prearn	10903
prearna	10903
prearnw	10903
preason	115
precog	10810
preg	114
pregdrink1	114
pregdrink2	114
pregdrink3	114
pregdrink4	114
pregdrink5	114
pregend1	114
pregend2	114
pregend3	114
pregend4	114
pregend5	114
pregfert1	114
pregfert2	114
pregfert3	114
pregfert4	114
pregfert5	114
pregft11	114
pregft12	114
pregft13	114
pregft14	114
pregft21	114
pregft22	114
pregft23	114
pregft24	114
pregft31	114
pregft32	114
pregft33	114
pregft34	114
pregft41	114
pregft42	114
pregft43	114
pregft44	114
pregft51	114
pregft52	114
pregft53	114
pregft54	114
pregft61	114
pregft62	114
pregft63	114
pregft64	114
pregft961	114
pregft962	114
pregft963	114
pregft964	114
pregm1	114
pregm2	114
pregm3	114
pregm4	114
pregm5	114
pregout1	114
pregout2	114
pregout3	114
pregout4	114
pregout5	114
pregsmk11	114
pregsmk12	114
pregsmk13	114
pregsmk14	114
pregsmk15	114
pregsmk21	114
pregsmk22	114
pregsmk23	114
pregsmk24	114
pregsmk25	114
pregsmk31	114
pregsmk32	114
pregsmk33	114
pregsmk34	114
pregsmk35	114
pregsmoke1	114
pregsmoke2	114
pregsmoke3	114
pregsmoke4	114
pregsmoke5	114
pregspd1	114
pregspd2	114
pregspd3	114
pregspd4	114
pregy41	114
pregy42	114
pregy43	114
pregy44	114
pregy45	114
prel	107
prfitb	10903
prfitba	10903
prfitbw	10903
pride10	10103
pride11	10103
pride12	10103
pride13	10103
pride14	10103
pride2	10103
pride4a	10103
pride4b	10103
pride5	10103
pride6	10103
pride7	10103
pride8	10103
pride9	10103
pripn	115
prishome	115
privpen	115
prodw7	115
promodeny	10901
propstr	115
proxy_tm	115
prsex	10102
ps1	11103
ps10	11103
ps11	11103
ps12	11103
ps13	11103
ps14	11103
ps15	11103
ps16	11103
ps17	11103
ps18	11103
ps19	11103
ps2	11103
ps20	11103
ps21	11103
ps22	11103
ps23	11103
ps24	11103
ps25	11103
ps26	11103
ps27	11103
ps28	11103
ps29	11103
ps3	11103
ps30	11103
ps31	11103
ps32	11103
ps4	11103
ps5	11103
ps6	11103
ps7	11103
ps8	11103
ps9	11103
psdq1pno	11103
psdq2pno	11103
psdqa1_dv	11103
psdqa2_dv	11103
psdqa_dv	11103
psdqb1_dv	11103
psdqb2_dv	11103
psdqb_dv	11103
psdqc1_dv	11103
psdqc2_dv	11103
psdqc_dv	11103
psdqdv	11103
psiblings	10702
psn5mus_xd	115
psnen01_lw	115
psnen91_lw	115
psnenbh_li	115
psnenbh_lw	115
psnenbh_xw	115
psnengp_xd	115
psnenub_lw	115
psnenub_xw	115
psnenui_li	115
psnenui_lw	115
psnenui_xw	115
psnenuli	115
psnenus_lw	115
psnenus_xd	115
psnenus_xw	115
psnenuxw	115
psnnsuli	115
psnumch	11103
punifin1	10813
punisub1	108
pvtpay	109
pvtpyset	10903
pxpborrow	10904
pxpearn1	10904
pxpearn1dk	10904
pxpearn3	10904
pxpearn3dk	10904
pxpearng1	10904
pxpearng1dk	10904
pxpearng3	10904
pxpearng3dk	10904
pxptuition	10904
pyenrl	11103
q1	115
q16a	10107
q16b	10102
q16c	10103
q16d	10103
q16e	10104
q16f	10702
q16g1	10702
q16g2	10702
q16g3	10702
q16h	115
q2	115
q3	115
q4	115
q5	115
q6a	10104
q6b1	10104
q6b2	10104
q6b3	10104
q6b4	10104
q6b5	10104
q6b6	10104
q6b7	10104
q6b8	10104
q6b9	10104
q6b96	10104
q6c	10104
q6d10	10104
q6d11	10104
q6d12	10104
q6d13	10104
q6d14	10104
q6d15	10104
q6d16	10104
q6d17	10104
q6d18	10104
q6d19	10104
q6d20	10104
q6d21	10104
q6d22	10104
q6d23	10104
q6d24	10104
q6d25	10104
q6d26	10104
q6d27	10104
q6d28	10104
q6d29	10104
q6d30	10104
q6d31	10104
q6d32	10104
q6d33	10104
q6d96	10104
q6e	10104
q6f1	10104
q6f10	10104
q6f11	10104
q6f12	10104
q6f13	10104
q6f14	10104
q6f2	10104
q6f3	10104
q6f4	10104
q6f5	10104
q6f6	10104
q6f7	10104
q6f8	10104
q6f9	10104
q6f95	10104
q6f96	10104
q6i1	115
q6i2	115
q6i3	115
q6i4	115
q6i5	115
q6i6	115
q6i96	115
q7	115
q8	115
qfctry	10801
qfctry_all	10801
qfhigdv	10801
qfhigh	10801
qfhigh_dv	10801
qfhighfl_dv	10801
qfhighoth	10801
qfvoc1	10801
qfvoc10	10801
qfvoc11	10801
qfvoc12	10801
qfvoc13	10801
qfvoc14	10801
qfvoc15	10801
qfvoc2	10801
qfvoc3	10801
qfvoc4	10801
qfvoc5	10801
qfvoc6	10801
qfvoc7	10801
qfvoc8	10801
qfvoc9	10801
qfvoc96	10801
qfvocnonuk	10801
qfvocuk	10801
qsignin_tm	115
qualnew1	10801
qualnew10	10801
qualnew11	10801
qualnew13	10801
qualnew15	10801
qualnew16	10801
qualnew17	10801
qualnew18	10801
qualnew19	10801
qualnew2	10801
qualnew20	10801
qualnew21	10801
qualnew22	10801
qualnew23	10801
qualnew24	10801
qualnew25	10801
qualnew26	10801
qualnew27	10801
qualnew28	10801
qualnew29	10801
qualnew3	10801
qualnew30	10801
qualnew31	10801
qualnew32	10801
qualnew33	10801
qualnew4	10801
qualnew5	10801
qualnew6	10801
qualnew7	10801
qualnew8	10801
qualnew9	10801
qualoc	10801
quarrel	11103
quarter	115
queries1	115
queries2	115
queries3	115
queries4	115
queries5	115
queries6	115
queries7	115
racel	10103
racelat	10103
racelbt	10103
racelmt	10103
racelo_code	10103
racelot_code	10103
racelt	10103
racelwt	10103
rach16_dv	10702
rapno2	10702
rapno3	10702
rapno6	108
rcothercode	115
readdif	10104
readtest	10809
reasend1	10901
reasend10	10901
reasend10_1	10901
reasend10_2	10901
reasend10_3	10901
reasend10_4	10901
reasend10_5	10901
reasend10_6	10901
reasend10_7	10901
reasend10_8	10901
reasend10_9	10901
reasend11_1	10901
reasend11_2	10901
reasend11_3	10901
reasend11_4	10901
reasend11_5	10901
reasend11_6	10901
reasend11_7	10901
reasend11_8	10901
reasend11_9	10901
reasend1_1	10901
reasend1_2	10901
reasend1_3	10901
reasend1_4	10901
reasend1_5	10901
reasend1_6	10901
reasend1_7	10901
reasend1_8	10901
reasend1_9	10901
reasend2	10901
reasend2_1	10901
reasend2_2	10901
reasend2_3	10901
reasend2_4	10901
reasend2_5	10901
reasend2_6	10901
reasend2_7	10901
reasend2_8	10901
reasend2_9	10901
reasend3	10901
reasend3_1	10901
reasend3_2	10901
reasend3_3	10901
reasend3_4	10901
reasend3_5	10901
reasend3_6	10901
reasend3_7	10901
reasend3_8	10901
reasend3_9	10901
reasend4	10901
reasend4_1	10901
reasend4_2	10901
reasend4_3	10901
reasend4_4	10901
reasend4_5	10901
reasend4_6	10901
reasend4_7	10901
reasend4_8	10901
reasend4_9	10901
reasend5	10901
reasend5_1	10901
reasend5_2	10901
reasend5_3	10901
reasend5_4	10901
reasend5_5	10901
reasend5_6	10901
reasend5_7	10901
reasend5_8	10901
reasend5_9	10901
reasend6	10901
reasend6_1	10901
reasend6_2	10901
reasend6_3	10901
reasend6_4	10901
reasend6_5	10901
reasend6_6	10901
reasend6_7	10901
reasend6_8	10901
reasend6_9	10901
reasend7	10901
reasend7_1	10901
reasend7_2	10901
reasend7_3	10901
reasend7_4	10901
reasend7_5	10901
reasend7_6	10901
reasend7_7	10901
reasend7_8	10901
reasend7_9	10901
reasend8	10901
reasend8_1	10901
reasend8_2	10901
reasend8_3	10901
reasend8_4	10901
reasend8_5	10901
reasend8_6	10901
reasend8_7	10901
reasend8_8	10901
reasend8_9	10901
reasend9	10901
reasend97_1	10901
reasend97_2	10901
reasend97_3	10901
reasend97_4	10901
reasend97_5	10901
reasend97_6	10901
reasend97_7	10901
reasend97_8	10901
reasend97_9	10901
reasend9_1	10901
reasend9_2	10901
reasend9_3	10901
reasend9_4	10901
reasend9_5	10901
reasend9_6	10901
reasend9_7	10901
reasend9_8	10901
reasend9_9	10901
reasendotcode_1	10901
reasendotcode_2	10901
reasendotcode_3	10901
reasendotcode_4	10901
reasendotcode_5	10901
reasendotcode_6	10901
reasendotcode_7	10901
reasendotcode_8	10901
reasendotcode_9	10901
reasref	115
reasref10	115
reasref11	115
reasref12	115
reasref13	115
reasref14	115
reasref15	115
reasref20	115
reasref21	115
reasref22	115
reasref23	115
reasref24	115
reasref25	115
reasref26	115
reasref30	115
reasref31	115
reasref32	115
reasref96	115
reasref97	115
recon	10704
recvouch	115
refbank	10904
refbnky	10904
refcode	115
refcode10	115
refcode11	115
refcode12	115
refcode13	115
refcode14	115
refcode15	115
refcode20	115
refcode21	115
refcode22	115
refcode23	115
refcode24	115
refcode25	115
refcode26	115
refcode30	115
refcode31	115
refcode32	115
refcode96	115
refcode97	115
reissue	115
reissue1	115
rejoiner	115
rejoinero	115
rel_dv	10702
